Make,Model,Body Type,Year,Engine Type,Engine Size,Transmission,Drive Type,Mileage,Condition,Steering Wheel,Cleared Customs,Color,Wheel Size,Headlights,Interior Color,Interior Material,Sunroof,Car Price
Lexus,GX,SUV / Crossover,2003,Gasoline,4.7 L,Automatic,All Wheel Drive,"150,000 miles",Car is not damaged,Left,Yes,Blue,R17,LED Headlights,Beige,Leather,Regular Sunroof,"$25,000"
Dodge,Caliber,Hatchback,2006,Gasoline,2.0 L,Automatic,Front Wheel Drive,"218,000 miles",Car is not damaged,Left,Yes,Silver,R17,Halogen Headlights,Gray,Textile,Regular Sunroof,"$7,500"
Mazda,CX-5,SUV / Crossover,2017,Gasoline,2.5 L,Automatic,All Wheel Drive,"50,000 miles",Car is damaged,Left,Yes,White,R17,LED Headlights,Black,Textile,No,"$24,200"
GAZ (ГАЗ),12 ZIM,Sedan,1956,Gasoline,3.5 L,Manual,Rear Wheel Drive,1000 km,Car is not damaged,Left,No,Black,R15,Хenon Headlights,Black,Other,No,"$15,000"
Kia,Forte,Sedan,2019,Gasoline,2.0 L,Automatic,Front Wheel Drive,"43,000 miles",Car is not damaged,Left,Yes,White,R16,LED Headlights,Black,Textile,No,"$18,000"
Mazda,6,Sedan,2020,Gasoline,2.5 L,Automatic,Front Wheel Drive,"23,591 miles",Car is damaged,Left,No,Red,R18,LED Headlights,Gray,Leather,Regular Sunroof,"$20,000"
Mazda,CX-9,SUV / Crossover,2020,Gasoline,2.5 L,Automatic,All Wheel Drive,"31,961 miles",Car is damaged,Left,Yes,Red,R20,LED Headlights,Beige,Leather,Regular Sunroof,"$31,000"
Lexus,LX,SUV / Crossover,1998,Gasoline,4.7 L,Automatic,All Wheel Drive,"275,000 km",Car is not damaged,Left,Yes,Black,R16,Хenon Headlights,Beige,Leather,Regular Sunroof,"$17,500"
Infiniti,QX56,SUV / Crossover,2010,Gasoline,5.6 L,Automatic,All Wheel Drive,"80,000 km",Car is not damaged,Left,Yes,Black,R20,Halogen Headlights,Black,Leather,No,"$22,000"
Lexus,HS,Sedan,2010,Hybrid,2.4 L,Automatic,Front Wheel Drive,"109,000 miles",Car is not damaged,Left,Yes,White,R17,Хenon Headlights,Beige,Leather,Regular Sunroof,"$13,000"
Toyota,Voxy,Minivan,2006,Gasoline,2.0 L,Automatic,Front Wheel Drive,"202,000 km",Car is not damaged,Left,Yes,White,R15,LED Headlights,Gray,Textile,Panoramic Sunroof,"3,700,000 ֏"
Toyota,Camry,Sedan,2020,Gasoline,2.5 L,Automatic,All Wheel Drive,"60,000 km",Car is not damaged,Left,Yes,Black,R19,LED Headlights,Gray,Leather,Regular Sunroof,"$35,000"
Volkswagen,Jetta,Sedan,2010,Gasoline,2.5 L,Automatic,Front Wheel Drive,"101,000 km",Car is not damaged,Left,Yes,Red,R15,LED Headlights,Black,Leather,No,"$7,500"
Kia,K5,Sedan,2022,Gasoline,1.6 L,Automatic,Front Wheel Drive,"40,000 km",Car is not damaged,Left,Yes,White,R18,LED Headlights,Black,Leather,No,"$32,000"
Jeep,Compass,SUV / Crossover,2018,Gasoline,2.4 L,Automatic,All Wheel Drive,"26,000 miles",Car is not damaged,Left,Yes,Green,R18,LED Headlights,Black,Leather,No,"$18,900"
Mercedes-Benz,E-Class,Sedan,1999,Gasoline,2.8 L,Manual,Rear Wheel Drive,"268,000 km",Car is not damaged,Left,Yes,Blue,R17,Хenon Headlights,Black,Textile,No,"$5,500"
Nissan,Rogue,SUV / Crossover,2018,Gasoline,2.5 L,Automatic,All Wheel Drive,"84,500 km",Car is not damaged,Left,Yes,Gray,R17,LED Headlights,Black,Textile,No,"$16,200"
Kia,Forte,Sedan,2016,Gasoline,2.0 L,Automatic,Front Wheel Drive,"106,000 miles",Car is not damaged,Left,Yes,Black,R15,Halogen Headlights,Gray,Textile,No,"$12,000"
Chevrolet,Volt,Hatchback,2013,Hybrid,1.4 L,Automatic,Front Wheel Drive,"198,000 km",Car is not damaged,Left,Yes,Black,R17,Хenon Headlights,Black,Leather,No,"$8,200"
Chevrolet,Volt,Hatchback,2013,Hybrid,1.4 L,Automatic,Front Wheel Drive,"137,000 km",Car is not damaged,Left,Yes,Silver,R17,Хenon Headlights,Black,Leather,No,"$9,300"
Volkswagen,Touareg,SUV / Crossover,2014,Gasoline,3.6 L,Automatic,All Wheel Drive,"90,000 km",Car is not damaged,Left,Yes,Black,R19,LED Headlights,Brown,Leather,Panoramic Sunroof,"$28,000"
Mercedes-Benz,E-Class,Sedan,1999,Gasoline,3.2 L,Automatic,Rear Wheel Drive,"270,000 km",Car is not damaged,Left,Yes,Silver,R16,Хenon Headlights,Black,Leather,Regular Sunroof,"$8,000"
Mercedes-Benz,GLE Coupe AMG,SUV / Crossover,2021,Gasoline,3.0 L,Automatic,All Wheel Drive,"20,000 km",Car is not damaged,Left,Yes,Black,R22,LED Headlights,Red,Alcantara,Panoramic Sunroof,"$138,000"
Opel,Zafira,Minivan,2001,Gasoline,1.6 L,Manual,Front Wheel Drive,"280,000 km",Car is not damaged,Left,Yes,Green,R15,Хenon Headlights,Black,Other,No,"$5,500"
Jeep,Cherokee,SUV / Crossover,2018,Gasoline,2.4 L,Automatic,All Wheel Drive,107 miles,Car is damaged,Left,Yes,Black,R17,Хenon Headlights,Black,Leather,No,"$17,500"
Tesla,Model S,Liftback,2014,Electric,,Automatic,Rear Wheel Drive,"60,000 miles",Car is damaged,Left,Yes,Blue,R19,LED Headlights,Other,Leather,Panoramic Sunroof,"$25,900"
Kia,Stinger,Liftback,2019,Gasoline,3.3 L,Automatic,Rear Wheel Drive,"22,000 miles",Car is not damaged,Left,Yes,Gray,R19,LED Headlights,Black,Leather,Panoramic Sunroof,"$26,000"
Infiniti,FX35,SUV / Crossover,2004,Gasoline,3.5 L,Automatic,All Wheel Drive,"176,000 km",Car is not damaged,Left,Yes,Gray,R18,Хenon Headlights,Black,Leather,Regular Sunroof,"$9,000"
VAZ (Lada),2121 Niva,SUV / Crossover,2020,Gasoline,1.7 L,Manual,All Wheel Drive,"42,000 km",Car is not damaged,Left,Yes,Silver,R16,LED Headlights,Black,Other,No,"$11,500"
Land Rover,Range Rover,SUV / Crossover,2017,Gasoline,5.0 L,Automatic,All Wheel Drive,"132,000 km",Car is not damaged,Left,Yes,White,R21,Хenon Headlights,Other,Leather,Panoramic Sunroof,"$55,000"
Mercedes-Benz,C-Class,Sedan,1996,Gasoline,1.8 L,Manual,Rear Wheel Drive,"280,000 km",Car is not damaged,Left,Yes,Silver,R16,Halogen Headlights,Black,Other,Regular Sunroof,"$4,000"
Nissan,Tiida,Hatchback,2006,Gasoline,1.5 L,Automatic,Front Wheel Drive,"141,000 km",Car is not damaged,Right,Yes,Silver,R15,LED Headlights,Black,Other,No,"$5,800"
Mercedes-Benz,Vito,Minivan,2000,Diesel,2.2 L,Manual,Front Wheel Drive,"400,000 km",Car is not damaged,Left,Yes,Silver,R16,Хenon Headlights,Beige,Leather,No,"$6,300"
Ford,Focus,Hatchback,2018,Gasoline,2.0 L,Automatic,Front Wheel Drive,"94,000 miles",Car is not damaged,Left,Yes,Silver,R16,Halogen Headlights,Black,Textile,No,"$9,500"
Toyota,Camry,Sedan,2018,Gasoline,2.5 L,Automatic,Front Wheel Drive,"29,000 miles",Car is not damaged,Left,Yes,Gray,R17,LED Headlights,Gray,Textile,No,"$20,700"
Kia,Sportage,SUV / Crossover,2011,Gasoline,2.4 L,Automatic,All Wheel Drive,"112,000 miles",Car is not damaged,Left,Yes,Red,R18,Halogen Headlights,Black,Leather,Panoramic Sunroof,"$11,500"
Land Rover,Range Rover Sport,SUV / Crossover,2019,Gasoline,5.0 L,Automatic,All Wheel Drive,"59,000 miles",Car is not damaged,Left,Yes,Black,R21,LED Headlights,Red,Leather,Panoramic Sunroof,"$85,000"
Opel,Astra,Wagon,2003,Gasoline,1.6 L,Manual,Front Wheel Drive,"194,000 km",Car is not damaged,Left,Yes,Blue,R15,Хenon Headlights,Black,Textile,No,"$4,000"
Chevrolet,Volt,Hatchback,2016,Hybrid,1.5 L,Automatic,Front Wheel Drive,"190,000 km",Car is not damaged,Left,Yes,Black,R17,LED Headlights,Black,Leather,No,"$14,500"
Hyundai,Sonata,Sedan,2021,Gasoline,2.5 L,Automatic,Front Wheel Drive,"61,000 km",Car is not damaged,Left,Yes,Gray,R17,LED Headlights,White,Textile,No,"$26,000"
Mercedes-Benz,S-Class AMG,Sedan,2010,Gasoline,5.5 L,Automatic,Rear Wheel Drive,"150,000 km",Car is not damaged,Left,Yes,Black,R20,Хenon Headlights,Black,Leather,Regular Sunroof,"$15,000"
Cadillac,XT5,SUV / Crossover,2017,Gasoline,3.6 L,Automatic,Front Wheel Drive,"120,000 km",Car is not damaged,Left,Yes,Beige,R18,LED Headlights,Beige,Leather,Panoramic Sunroof,"$35,000"
Kia,Sportage,SUV / Crossover,2022,Gasoline,2.5 L,Automatic,All Wheel Drive,"10,000 km",Car is not damaged,Left,Yes,Gray,R20,LED Headlights,Black,Leather,Panoramic Sunroof,"$38,000"
Nissan,Rogue Sport,SUV / Crossover,2020,Gasoline,2.0 L,Automatic,All Wheel Drive,"43,000 km",Car is not damaged,Left,Yes,Black,R17,LED Headlights,Black,Textile,No,"$19,200"
VAZ (Lada),21099,Sedan,2004,Gasoline,1.6 L,Manual,Front Wheel Drive,"200,000 km",Car is not damaged,Left,Yes,Gray,R16,Halogen Headlights,Gray,Textile,No,"450,000 ֏"
BMW,7 Series,Sedan,2004,Gasoline,4.4 L,Automatic,Rear Wheel Drive,"89,000 km",Car is not damaged,Left,Yes,White,R18,Хenon Headlights,Beige,Leather,Regular Sunroof,"$9,700"
Kia,K5,Sedan,2021,Gasoline,1.6 L,Automatic,Front Wheel Drive,"38,000 km",Car is not damaged,Left,Yes,White,R18,Хenon Headlights,Gray,Leather,No,"$29,000"
Opel,Zafira,Minivan,2008,Gasoline,1.6 L,Manual,Front Wheel Drive,"240,000 km",Car is not damaged,Left,Yes,Black,R16,Halogen Headlights,Black,Textile,No,"$8,100"
BMW,7 Series,Sedan,2011,Gasoline,4.4 L,Automatic,All Wheel Drive,"130,000 km",Car is not damaged,Left,Yes,Black,R20,LED Headlights,Black,Leather,Regular Sunroof,"$22,500"
Nissan,Primera,Wagon,2001,Gasoline,2.0 L,Automatic,Front Wheel Drive,"312,000 km",Car is not damaged,Left,Yes,Silver,R15,Halogen Headlights,Black,Textile,No,"$4,300"
Ford,Focus,Hatchback,2017,Gasoline,2.0 L,Automatic,Front Wheel Drive,"88,000 km",Car is not damaged,Left,Yes,White,R15,Halogen Headlights,Gray,Textile,No,"$11,000"
Nissan,Rogue,SUV / Crossover,2018,Gasoline,2.5 L,Automatic,All Wheel Drive,"111,000 miles",Car is not damaged,Left,Yes,White,R17,LED Headlights,Black,Textile,No,"$14,300"
Kia,Sorento,SUV / Crossover,2007,Gasoline,3.3 L,Automatic,All Wheel Drive,"133,000 miles",Car is not damaged,Left,Yes,Black,R16,LED Headlights,Gray,Other,No,"$8,800"
Hyundai,Elantra,Sedan,2017,Gasoline,2.0 L,Automatic,Front Wheel Drive,"118,000 miles",Car is not damaged,Right,Yes,White,R16,LED Headlights,Black,Textile,No,"$13,400"
Nissan,Rogue,SUV / Crossover,2017,Gasoline,2.5 L,Automatic,All Wheel Drive,"170,000 km",Car is not damaged,Left,Yes,Silver,R17,LED Headlights,Black,Textile,No,"$16,800"
Hyundai,Elantra,Sedan,2019,Gasoline,2.0 L,Automatic,Front Wheel Drive,"37,000 miles",Car is not damaged,Left,Yes,White,R16,LED Headlights,Black,Textile,No,"$15,900"
Citroen,C4,Hatchback,2022,Gasoline,1.2 L,Manual,Front Wheel Drive,"41,000 km",Car is not damaged,Left,No,Orange,R20,Хenon Headlights,Gray,Leather,No,NaN
UAZ (УАЗ),452,Minivan,1980,Gasoline,2.7 L,Manual,All Wheel Drive,"200,000 km",Car is damaged,Left,Yes,Green,R18,Halogen Headlights,Black,Other,No,NaN
Opel,Vectra,Hatchback,2003,Gasoline,2.2 L,Automatic,Front Wheel Drive,"219,000 km",Car is not damaged,Left,Yes,Gray,R16,Halogen Headlights,Black,Textile,No,"$4,500"
Kia,Optima,Sedan,2017,Gasoline,2.4 L,Automatic,Front Wheel Drive,"56,000 miles",Car is not damaged,Left,No,Maroon,R17,Хenon Headlights,Beige,Leather,No,"$14,500"
Toyota,Camry,Sedan,2014,Gasoline,2.5 L,Automatic,Front Wheel Drive,"155,000 km",Car is damaged,Left,Yes,White,R17,LED Headlights,Black,Alcantara,Regular Sunroof,"$17,000"
Toyota,Camry,Sedan,2018,Gasoline,2.5 L,Automatic,Front Wheel Drive,"135,000 miles",Car is not damaged,Left,Yes,Blue,R17,LED Headlights,Black,Textile,No,"$19,900"
Opel,Omega,Sedan,1999,Gasoline,2.0 L,Manual,Rear Wheel Drive,"200,000 km",Car is not damaged,Left,Yes,Green,R15,Хenon Headlights,Black,Alcantara,Regular Sunroof,"$3,300"
Mercedes-Benz,S-klas (w126),Sedan,1981,Gasoline,5.0 L,Automatic,Rear Wheel Drive,"300,000 km",Car is not damaged,Left,Yes,Gray,R16,Halogen Headlights,Gray,Textile,No,"$5,000"
Jeep,Compass,SUV / Crossover,2017,Gasoline,2.4 L,Automatic,All Wheel Drive,"66,490 miles",Car is not damaged,Left,Yes,White,R16,Хenon Headlights,Black,Textile,No,"$17,000"
Toyota,Corolla,Sedan,2016,Gasoline,1.6 L,Automatic,Front Wheel Drive,"97,000 km",Car is not damaged,Left,Yes,White,R17,LED Headlights,Black,Textile,No,"$18,000"
Nissan,Rogue,SUV / Crossover,2017,Gasoline,2.5 L,Automatic,Front Wheel Drive,"151,000 km",Car is not damaged,Left,Yes,Gray,R17,Хenon Headlights,Black,Textile,No,"$13,900"
Nissan,Pathfinder,SUV / Crossover,2006,Gasoline,4.0 L,Automatic,All Wheel Drive,"294,000 km",Car is not damaged,Left,Yes,Silver,R16,Halogen Headlights,Gray,Textile,No,"$11,000"
Kia,K5,Sedan,2022,Gasoline,1.6 L,Automatic,Front Wheel Drive,4600 km,Car is not damaged,Left,Yes,White,R18,LED Headlights,Black,Leather,No,"$32,900"
Tesla,Model Y,SUV / Crossover,2023,Electric,,Automatic,All Wheel Drive,872 km,Car is not damaged,Left,Yes,White,R19,LED Headlights,Black,Leather,Panoramic Sunroof,"$55,000"
Nissan,Rogue,SUV / Crossover,2018,Gasoline,2.5 L,Automatic,All Wheel Drive,"100,000 miles",Car is not damaged,Left,No,White,R17,Хenon Headlights,Black,Textile,No,"$11,000"
Rover,25,Hatchback,2002,Diesel,2.0 L,Manual,Front Wheel Drive,"180,000 km",Car is not damaged,Left,Yes,Green,R15,LED Headlights,Beige,Textile,No,"$1,800"
Nissan,Tiida,Hatchback,2008,Gasoline,1.5 L,Automatic,All Wheel Drive,"77,000 km",Car is not damaged,Left,Yes,Gold,R15,Halogen Headlights,Beige,Textile,No,"$7,800"
Mercedes-Benz,C-Class,Sedan,2000,Gasoline,3.2 L,Automatic,Rear Wheel Drive,"360,000 km",Car is not damaged,Left,Yes,Blue,R17,LED Headlights,Black,Leather,Regular Sunroof,"$5,500"
BMW,2 Series,Sedan,2022,Diesel,2.0 L,Automatic,All Wheel Drive,"21,000 km",Car is not damaged,Left,No,Gray,R20,LED Headlights,Black,Leather,No,NaN
Dodge,Charger,Sedan,2020,Gasoline,3.6 L,Automatic,All Wheel Drive,"31,000 km",Car is not damaged,Left,Yes,Purple,R20,LED Headlights,Black,Textile,No,"$27,500"
Toyota,Camry,Sedan,2012,Gasoline,2.5 L,Automatic,Front Wheel Drive,"118,000 miles",Car is not damaged,Left,Yes,Black,R18,LED Headlights,Black,Leather,Regular Sunroof,"$12,800"
Opel,Astra,Wagon,2000,Gasoline,1.6 L,Manual,Front Wheel Drive,"287,307 km",Car is not damaged,Left,Yes,Silver,R15,Хenon Headlights,Blue,Textile,No,"1,850,000 ֏"
Bentley,Bentayga,SUV / Crossover,2016,Gasoline,6.0 L,Automatic,All Wheel Drive,"70,000 km",Car is not damaged,Left,Yes,Black,R22,LED Headlights,Black,Leather,Panoramic Sunroof,"$150,000"
Ford,Transit,Van,1996,Diesel,2.4 L,Manual,Front Wheel Drive,"100,000 km",Car is not damaged,Left,Yes,White,R17,LED Headlights,Other,Other,No,"1,600,000 ֏"
UAZ (УАЗ),31514,Wagon,2000,Gasoline,2.5 L,Manual,All Wheel Drive,100 km,Car is not damaged,Left,Yes,Green,R15,Halogen Headlights,Black,Textile,No,"$5,000"
Hyundai,ix55,SUV / Crossover,2010,Gasoline,3.8 L,Automatic,All Wheel Drive,"182,000 km",Car is not damaged,Left,Yes,Black,R18,Хenon Headlights,Black,Leather,Regular Sunroof,"$11,500"
GAZ (ГАЗ),,Sedan,2004,Gasoline,2.5 L,Manual,Rear Wheel Drive,"95,000 km",Car is not damaged,Left,Yes,Cyan,R15,LED Headlights,Other,Other,No,"$5,000"
Mercedes-Benz,E-Class,Sedan,2007,Gasoline,3.5 L,Automatic,Rear Wheel Drive,"218,000 km",Car is not damaged,Left,Yes,Silver,R18,Хenon Headlights,Black,Leather,Regular Sunroof,"$11,700"
Toyota,Land Cruiser Prado,SUV / Crossover,2004,Gasoline,4.0 L,Automatic,All Wheel Drive,"290,000 km",Car is not damaged,Left,Yes,Black,R17,LED Headlights,Beige,Velour,No,"$18,000"
BMW,5 Series,Sedan,2004,Gasoline,2.5 L,Automatic,Rear Wheel Drive,"162,000 km",Car is not damaged,Left,Yes,Black,R17,Хenon Headlights,Beige,Leather,No,"$8,000"
Kia,Optima,Sedan,2019,Gasoline,2.4 L,Automatic,Front Wheel Drive,"45,000 miles",Car is not damaged,Left,Yes,White,R17,Halogen Headlights,Black,Textile,No,"$16,900"
Toyota,RAV4,SUV / Crossover,2018,Gasoline,2.5 L,Automatic,All Wheel Drive,"46,800 miles",Car is not damaged,Left,Yes,Gray,R18,LED Headlights,Black,Leather,Regular Sunroof,"$29,000"
Toyota,Camry,Sedan,2016,Gasoline,2.5 L,Automatic,Front Wheel Drive,"119,000 km",Car is not damaged,Left,Yes,Black,R17,Хenon Headlights,Black,Textile,No,"$16,900"
Nissan,Rogue,SUV / Crossover,2018,Gasoline,2.5 L,Automatic,All Wheel Drive,"29,000 miles",Car is not damaged,Left,Yes,Gray,R18,Хenon Headlights,Black,Leather,Panoramic Sunroof,"$24,500"
Hyundai,Elantra,Sedan,2018,Gasoline,2.0 L,Automatic,Front Wheel Drive,"81,000 km",Car is not damaged,Left,Yes,White,R16,Halogen Headlights,Beige,Textile,No,"$17,500"
VAZ (Lada),2106,Sedan,1987,Gasoline,1.6 L,Manual,Rear Wheel Drive,"200,000 km",Car is not damaged,Left,Yes,Beige,R13,LED Headlights,Gray,Textile,No,"380,000 ֏"
Ford,Sierra,Sedan,1992,Gasoline,2.0 L,Manual,Rear Wheel Drive,"123,432 km",Car is not damaged,Left,Yes,Black,R14,Хenon Headlights,Black,Leather,Regular Sunroof,"350,000 ֏"
Lexus,GX,SUV / Crossover,2007,Gasoline,4.7 L,Automatic,All Wheel Drive,"128,000 miles",Car is not damaged,Left,Yes,White,R20,Хenon Headlights,Beige,Leather,Regular Sunroof,"$27,000"
Mazda,6,Sedan,2018,Gasoline,2.5 L,Automatic,Front Wheel Drive,"58,293 miles",Car is damaged,Left,No,Gray,R17,LED Headlights,Black,Textile,No,"$12,500"
Nissan,Rogue Sport,SUV / Crossover,2017,Gasoline,2.0 L,Automatic,All Wheel Drive,"55,000 miles",Car is not damaged,Left,Yes,Black,R19,LED Headlights,Beige,Leather,Regular Sunroof,"$16,500"
BMW,X5,SUV / Crossover,2005,Gasoline,3.0 L,Automatic,All Wheel Drive,"250,000 km",Car is not damaged,Left,Yes,Blue,R18,Хenon Headlights,Black,Leather,Panoramic Sunroof,"$8,800"
Toyota,Camry,Sedan,2018,Gasoline,2.5 L,Automatic,Front Wheel Drive,"44,000 miles",Car is damaged,Left,Yes,Black,R18,LED Headlights,Gray,Leather,Regular Sunroof,"$18,900"
UAZ (УАЗ),Hunter,SUV / Crossover,2004,Gasoline,2.4 L,Manual,All Wheel Drive,"74,000 km",Car is not damaged,Left,Yes,Green,R16,LED Headlights,Black,Leatherette,No,"2,000,000 ֏"
Opel,Zafira,Minivan,2002,Gasoline,1.8 L,Manual,Front Wheel Drive,"188,000 km",Car is not damaged,Left,Yes,Silver,R15,LED Headlights,Gray,Textile,No,"2,500,000 ֏"
Opel,Omega,Sedan,1999,Gasoline,2.2 L,Manual,Rear Wheel Drive,"249,566 km",Car is not damaged,Left,Yes,Silver,R15,Хenon Headlights,Gray,Textile,Regular Sunroof,"$4,000"
Hyundai,Sonata,Sedan,2017,Gasoline,2.0 L,Automatic,Front Wheel Drive,"70,000 miles",Car is not damaged,Left,Yes,Silver,R18,LED Headlights,Black,Leather,No,"$13,500"
Ford,Transit,Van,1999,Diesel,2.5 L,Manual,Rear Wheel Drive,"200,000 km",Car is not damaged,Left,Yes,White,R14,Halogen Headlights,Gray,Textile,No,"$5,500"
BMW,2 Series,Sedan,2022,Diesel,1.5 L,Automatic,Front Wheel Drive,"40,400 km",Car is not damaged,Left,No,White,R20,LED Headlights,Black,Alcantara,No,NaN
Chevrolet,Equinox,SUV / Crossover,2019,Gasoline,1.5 L,Automatic,All Wheel Drive,"55,000 miles",Car is not damaged,Left,Yes,Gray,R18,LED Headlights,Gray,Textile,No,"$16,500"
BMW,3 Series,Sedan,2005,Gasoline,2.5 L,Automatic,Rear Wheel Drive,"200,000 km",Car is not damaged,Left,Yes,Gray,R17,Хenon Headlights,Black,Leather,Regular Sunroof,"$8,500"
Mitsubishi,Pajero,SUV / Crossover,2020,Gasoline,3.8 L,Automatic,All Wheel Drive,28 km,Car is not damaged,Left,Yes,White,R18,LED Headlights,Beige,Leather,No,"$40,500"
Lexus,RX,SUV / Crossover,2014,Gasoline,3.5 L,Automatic,All Wheel Drive,"110,000 km",Car is not damaged,Left,Yes,White,R19,LED Headlights,Gray,Leather,Regular Sunroof,"$30,000"
Honda,e:NS1,SUV / Crossover,2023,Electric,,Automatic,Front Wheel Drive,12 km,Car is not damaged,Left,Yes,White,R18,LED Headlights,Black,Leather,Panoramic Sunroof,"$25,000"
Chrysler,200,Sedan,2015,Gasoline,2.4 L,Automatic,Front Wheel Drive,"200,000 km",Car is not damaged,Left,Yes,White,R17,LED Headlights,Black,Leather,No,"$14,000"
Mitsubishi,L200,Pickup,2023,Gasoline,2.4 L,Automatic,All Wheel Drive,12 km,Car is not damaged,Left,No,Black,R18,LED Headlights,Black,Leather,No,"$44,000"
UAZ (УАЗ),Hunter,SUV / Crossover,2009,Gasoline,2.7 L,Manual,All Wheel Drive,"100,000 km",Car is not damaged,Left,Yes,Black,R16,Halogen Headlights,Beige,Textile,No,"$6,000"
Opel,Zafira,Minivan,2004,Gasoline,1.8 L,Manual,Front Wheel Drive,"180,000 km",Car is not damaged,Left,Yes,Blue,R16,Halogen Headlights,Gray,Textile,No,"$7,000"
Fiat,New 500,Hatchback,2013,Gasoline,1.6 L,Manual,Front Wheel Drive,"106,000 km",Car is not damaged,Left,Yes,Black,R15,Halogen Headlights,Black,Textile,No,"$7,000"
VAZ (Lada),2115,Sedan,2006,Gasoline,1.5 L,Manual,Front Wheel Drive,"150,000 km",Car is not damaged,Left,Yes,Gray,R14,LED Headlights,Black,Other,No,"750,000 ֏"
Nissan,Tiida,Hatchback,2008,Gasoline,1.5 L,Automatic,Front Wheel Drive,"150,000 km",Car is not damaged,Left,Yes,Blue,R16,LED Headlights,Black,Textile,No,"$6,300"
Mercedes-Benz,GLE-Class,Coupe,2015,Gasoline,3.0 L,Automatic,All Wheel Drive,"83,000 miles",Car is not damaged,Left,Yes,White,R21,Хenon Headlights,Black,Leather,Panoramic Sunroof,"$58,500"
Nissan,Rogue,SUV / Crossover,2017,Gasoline,2.0 L,Automatic,All Wheel Drive,"35,000 miles",Car is not damaged,Left,Yes,Blue,R17,LED Headlights,Black,Textile,No,"$14,800"
Kia,Optima,Sedan,2013,Gasoline,2.4 L,Automatic,Front Wheel Drive,"160,000 miles",Car is not damaged,Left,Yes,Black,R16,Halogen Headlights,Beige,Leather,No,"$11,500"
Opel,Astra,Sedan,2000,Gasoline,1.8 L,Manual,Front Wheel Drive,"100,000 km",Car is damaged,Left,Yes,Silver,R17,LED Headlights,Gray,Other,Regular Sunroof,"$5,200"
Opel,Vectra,Sedan,1995,Gasoline,1.8 L,Manual,Front Wheel Drive,"725,000 km",Car is not damaged,Left,Yes,Green,R15,Хenon Headlights,Gray,Leatherette,Regular Sunroof,"$2,400"
Mercedes-Benz,S-Class,Sedan,1992,Gasoline,3.2 L,Automatic,Rear Wheel Drive,"170,000 km",Car is not damaged,Left,Yes,Silver,R16,Halogen Headlights,Black,Textile,Regular Sunroof,"$7,800"
Toyota,Corolla,Sedan,2010,Gasoline,1.8 L,Automatic,Front Wheel Drive,"125,000 miles",,Left,Yes,Silver,R16,Halogen Headlights,Gray,Textile,No,"$12,400"
Mercedes-Benz,Sprinter,Van,2017,Diesel,2.4 L,Automatic,Rear Wheel Drive,"108,000 km",Car is not damaged,Left,Yes,White,R16,Halogen Headlights,Black,Other,No,"$33,000"
Ford,Fusion (North America),Sedan,2015,Gasoline,2.5 L,Automatic,Front Wheel Drive,"65,000 miles",Car is not damaged,Left,Yes,Black,R17,LED Headlights,Black,Textile,No,"$14,900"
VAZ (Lada),Niva Legend,SUV / Crossover,2022,Gasoline,1.7 L,Manual,All Wheel Drive,10 km,Car is not damaged,Left,Yes,Black,R18,LED Headlights,Black,Other,No,"$16,500"
Toyota,RAV4,SUV / Crossover,2022,Gasoline,2.5 L,Automatic,Front Wheel Drive,235 miles,Car is not damaged,Left,Yes,White,R17,Хenon Headlights,Black,Textile,No,"$41,500"
Mercedes-Benz,C-Class,Sedan,2000,Gasoline,2.4 L,Automatic,Rear Wheel Drive,"350,000 km",Car is not damaged,Left,Yes,Silver,R17,LED Headlights,Brown,Other,No,"$6,000"
Volkswagen,Golf,Hatchback,2002,Gasoline,2.0 L,Automatic,Front Wheel Drive,"256,000 km",Car is not damaged,Left,Yes,Blue,R16,LED Headlights,Blue,Textile,Regular Sunroof,"$3,400"
Volkswagen,Golf,Hatchback,1996,Gasoline,1.8 L,Manual,Front Wheel Drive,"123,000 km",Car is not damaged,Left,Yes,Blue,R13,Хenon Headlights,Black,Textile,Regular Sunroof,"$2,300"
Mercedes-Benz,E-Class,Sedan,1997,Gasoline,3.2 L,Automatic,Rear Wheel Drive,"165,000 km",Car is not damaged,Left,Yes,Black,R17,Halogen Headlights,Beige,Leather,Regular Sunroof,"$4,300"
Kia,Forte,Sedan,2010,Gasoline,2.0 L,Automatic,Front Wheel Drive,"123,456 km",Car is not damaged,Left,Yes,Silver,R15,LED Headlights,Black,Textile,No,"$8,500"
Mercedes-Benz,Viano,Minivan,2004,Gasoline,3.2 L,Automatic,Rear Wheel Drive,"275,000 km",Car is not damaged,Right,Yes,Silver,R16,LED Headlights,Gray,Leather,Panoramic Sunroof,"$14,300"
Chevrolet,Malibu,Sedan,2018,Gasoline,1.5 L,Automatic,Front Wheel Drive,"70,000 miles",Car is not damaged,Left,Yes,Black,R18,LED Headlights,Gray,Leather,Panoramic Sunroof,"$15,400"
Jeep,Compass,SUV / Crossover,2019,Gasoline,2.4 L,Automatic,All Wheel Drive,"27,800 km",Car is not damaged,Left,Yes,Black,R17,Halogen Headlights,Black,Leather,No,"$20,500"
Mercedes-Benz,E-Class,Sedan,2003,Gasoline,3.2 L,Automatic,Rear Wheel Drive,"130,000 km",Car is not damaged,Left,Yes,Silver,R16,LED Headlights,Black,Leather,Regular Sunroof,"$10,500"
